,Year,State,Office,Winning Candidate,Winning Party,Winning Percentage,Losing Candidate,Losing Party,Losing Percentage,Indicator,Term,President,Cycle Duration,Overall Growth (%),Average Growth (%)
3096,2016,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.75,"CLINTON, HILLARY",DEMOCRAT,33.7,Real GDP,Obama 1,Barack Obama,2009-2013,11.4,2.76
3102,2016,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.75,"CLINTON, HILLARY",DEMOCRAT,33.7,Real GDP,Obama 2,Barack Obama,2013-2017,10.63,2.56
3108,2016,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.75,"CLINTON, HILLARY",DEMOCRAT,33.7,Real GDP,Trump,Donald Trump,2017-2021,9.51,2.33
3114,2016,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.75,"CLINTON, HILLARY",DEMOCRAT,33.7,Real GDP,Biden,Joe Biden,2021-2023,7.47,3.67
3120,2016,NEVADA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,47.92,"TRUMP, DONALD J.",REPUBLICAN,45.5,Real GDP,Obama 1,Barack Obama,2009-2013,3.03,0.75
3126,2016,NEVADA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,47.92,"TRUMP, DONALD J.",REPUBLICAN,45.5,Real GDP,Obama 2,Barack Obama,2013-2017,12.9,3.09
3132,2016,NEVADA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,47.92,"TRUMP, DONALD J.",REPUBLICAN,45.5,Real GDP,Trump,Donald Trump,2017-2021,11.81,2.98
3138,2016,NEVADA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,47.92,"TRUMP, DONALD J.",REPUBLICAN,45.5,Real GDP,Biden,Joe Biden,2021-2023,7.09,3.49
3144,2016,NEW HAMPSHIRE,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.83,"TRUMP, DONALD J.",REPUBLICAN,46.46,Real GDP,Obama 1,Barack Obama,2009-2013,7.1,1.74
3150,2016,NEW HAMPSHIRE,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.83,"TRUMP, DONALD J.",REPUBLICAN,46.46,Real GDP,Obama 2,Barack Obama,2013-2017,7.52,1.83
3156,2016,NEW HAMPSHIRE,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.83,"TRUMP, DONALD J.",REPUBLICAN,46.46,Real GDP,Trump,Donald Trump,2017-2021,10.8,2.66
3162,2016,NEW HAMPSHIRE,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.83,"TRUMP, DONALD J.",REPUBLICAN,46.46,Real GDP,Biden,Joe Biden,2021-2023,3.91,1.94
3168,2016,NEW JERSEY,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.45,"TRUMP, DONALD J.",REPUBLICAN,41.35,Real GDP,Obama 1,Barack Obama,2009-2013,4.5,1.12
3174,2016,NEW JERSEY,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.45,"TRUMP, DONALD J.",REPUBLICAN,41.35,Real GDP,Obama 2,Barack Obama,2013-2017,3.35,0.83
3180,2016,NEW JERSEY,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.45,"TRUMP, DONALD J.",REPUBLICAN,41.35,Real GDP,Trump,Donald Trump,2017-2021,7.18,1.81
3186,2016,NEW JERSEY,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.45,"TRUMP, DONALD J.",REPUBLICAN,41.35,Real GDP,Biden,Joe Biden,2021-2023,4.97,2.45
3192,2016,NEW MEXICO,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,48.26,"TRUMP, DONALD J.",REPUBLICAN,40.04,Real GDP,Obama 1,Barack Obama,2009-2013,-0.8,-0.2
3198,2016,NEW MEXICO,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,48.26,"TRUMP, DONALD J.",REPUBLICAN,40.04,Real GDP,Obama 2,Barack Obama,2013-2017,3.45,0.86
3204,2016,NEW MEXICO,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,48.26,"TRUMP, DONALD J.",REPUBLICAN,40.04,Real GDP,Trump,Donald Trump,2017-2021,8.27,2.05
3210,2016,NEW MEXICO,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,48.26,"TRUMP, DONALD J.",REPUBLICAN,40.04,Real GDP,Biden,Joe Biden,2021-2023,9.32,4.58
3216,2016,NEW YORK,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,56.14,"TRUMP, DONALD J.",REPUBLICAN,32.39,Real GDP,Obama 1,Barack Obama,2009-2013,8.87,2.16
3222,2016,NEW YORK,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,56.14,"TRUMP, DONALD J.",REPUBLICAN,32.39,Real GDP,Obama 2,Barack Obama,2013-2017,8.19,1.99
3228,2016,NEW YORK,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,56.14,"TRUMP, DONALD J.",REPUBLICAN,32.39,Real GDP,Trump,Donald Trump,2017-2021,6.86,1.71
3234,2016,NEW YORK,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,56.14,"TRUMP, DONALD J.",REPUBLICAN,32.39,Real GDP,Biden,Joe Biden,2021-2023,3.17,1.57
3240,2016,NORTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,49.83,"CLINTON, HILLARY",DEMOCRAT,46.17,Real GDP,Obama 1,Barack Obama,2009-2013,5.03,1.24
3246,2016,NORTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,49.83,"CLINTON, HILLARY",DEMOCRAT,46.17,Real GDP,Obama 2,Barack Obama,2013-2017,9.92,2.39
3252,2016,NORTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,49.83,"CLINTON, HILLARY",DEMOCRAT,46.17,Real GDP,Trump,Donald Trump,2017-2021,9.77,2.39
3258,2016,NORTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,49.83,"CLINTON, HILLARY",DEMOCRAT,46.17,Real GDP,Biden,Joe Biden,2021-2023,6.31,3.1
3264,2016,NORTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,62.96,"CLINTON, HILLARY",DEMOCRAT,27.23,Real GDP,Obama 1,Barack Obama,2009-2013,52.04,11.3
3270,2016,NORTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,62.96,"CLINTON, HILLARY",DEMOCRAT,27.23,Real GDP,Obama 2,Barack Obama,2013-2017,3.36,1.03
3276,2016,NORTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,62.96,"CLINTON, HILLARY",DEMOCRAT,27.23,Real GDP,Trump,Donald Trump,2017-2021,-0.2,0.02
3282,2016,NORTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,62.96,"CLINTON, HILLARY",DEMOCRAT,27.23,Real GDP,Biden,Joe Biden,2021-2023,6.96,3.51
3288,2016,OHIO,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,51.69,"CLINTON, HILLARY",DEMOCRAT,43.56,Real GDP,Obama 1,Barack Obama,2009-2013,9.45,2.29
3294,2016,OHIO,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,51.69,"CLINTON, HILLARY",DEMOCRAT,43.56,Real GDP,Obama 2,Barack Obama,2013-2017,8.15,1.98
3300,2016,OHIO,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,51.69,"CLINTON, HILLARY",DEMOCRAT,43.56,Real GDP,Trump,Donald Trump,2017-2021,5.87,1.48
3306,2016,OHIO,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,51.69,"CLINTON, HILLARY",DEMOCRAT,43.56,Real GDP,Biden,Joe Biden,2021-2023,2.8,1.39
3312,2016,OKLAHOMA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,65.32,"CLINTON, HILLARY",DEMOCRAT,28.93,Real GDP,Obama 1,Barack Obama,2009-2013,12.26,2.95
3318,2016,OKLAHOMA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,65.32,"CLINTON, HILLARY",DEMOCRAT,28.93,Real GDP,Obama 2,Barack Obama,2013-2017,9.34,2.3
3324,2016,OKLAHOMA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,65.32,"CLINTON, HILLARY",DEMOCRAT,28.93,Real GDP,Trump,Donald Trump,2017-2021,0.83,0.24
3330,2016,OKLAHOMA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,65.32,"CLINTON, HILLARY",DEMOCRAT,28.93,Real GDP,Biden,Joe Biden,2021-2023,7.1,3.56
3336,2016,OREGON,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,50.07,"TRUMP, DONALD J.",REPUBLICAN,39.09,Real GDP,Obama 1,Barack Obama,2009-2013,7.15,1.75
3342,2016,OREGON,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,50.07,"TRUMP, DONALD J.",REPUBLICAN,39.09,Real GDP,Obama 2,Barack Obama,2013-2017,18.95,4.44
3348,2016,OREGON,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,50.07,"TRUMP, DONALD J.",REPUBLICAN,39.09,Real GDP,Trump,Donald Trump,2017-2021,10.99,2.67
3354,2016,OREGON,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,50.07,"TRUMP, DONALD J.",REPUBLICAN,39.09,Real GDP,Biden,Joe Biden,2021-2023,4.64,2.3
3360,2016,PENNSYLVANIA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,48.58,"CLINTON, HILLARY",DEMOCRAT,47.85,Real GDP,Obama 1,Barack Obama,2009-2013,9.14,2.21
3366,2016,PENNSYLVANIA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,48.58,"CLINTON, HILLARY",DEMOCRAT,47.85,Real GDP,Obama 2,Barack Obama,2013-2017,7.12,1.73
3372,2016,PENNSYLVANIA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,48.58,"CLINTON, HILLARY",DEMOCRAT,47.85,Real GDP,Trump,Donald Trump,2017-2021,1.48,0.42
3378,2016,PENNSYLVANIA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,48.58,"CLINTON, HILLARY",DEMOCRAT,47.85,Real GDP,Biden,Joe Biden,2021-2023,4.4,2.18
3384,2016,RHODE ISLAND,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,54.41,"TRUMP, DONALD J.",REPUBLICAN,38.9,Real GDP,Obama 1,Barack Obama,2009-2013,4.69,1.16
3390,2016,RHODE ISLAND,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,54.41,"TRUMP, DONALD J.",REPUBLICAN,38.9,Real GDP,Obama 2,Barack Obama,2013-2017,3.04,0.75
3396,2016,RHODE ISLAND,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,54.41,"TRUMP, DONALD J.",REPUBLICAN,38.9,Real GDP,Trump,Donald Trump,2017-2021,3.46,0.89
3402,2016,RHODE ISLAND,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,54.41,"TRUMP, DONALD J.",REPUBLICAN,38.9,Real GDP,Biden,Joe Biden,2021-2023,4.07,2.01
3408,2016,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,54.94,"CLINTON, HILLARY",DEMOCRAT,40.67,Real GDP,Obama 1,Barack Obama,2009-2013,8.73,2.12
3414,2016,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,54.94,"CLINTON, HILLARY",DEMOCRAT,40.67,Real GDP,Obama 2,Barack Obama,2013-2017,12.39,2.96
3420,2016,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,54.94,"CLINTON, HILLARY",DEMOCRAT,40.67,Real GDP,Trump,Donald Trump,2017-2021,9.25,2.27
3426,2016,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,54.94,"CLINTON, HILLARY",DEMOCRAT,40.67,Real GDP,Biden,Joe Biden,2021-2023,6.73,3.31
3432,2016,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.53,"CLINTON, HILLARY",DEMOCRAT,31.74,Real GDP,Obama 1,Barack Obama,2009-2013,9.84,2.4
3438,2016,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.53,"CLINTON, HILLARY",DEMOCRAT,31.74,Real GDP,Obama 2,Barack Obama,2013-2017,6.18,1.51
3444,2016,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.53,"CLINTON, HILLARY",DEMOCRAT,31.74,Real GDP,Trump,Donald Trump,2017-2021,7.56,1.86
3450,2016,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.53,"CLINTON, HILLARY",DEMOCRAT,31.74,Real GDP,Biden,Joe Biden,2021-2023,3.17,1.59
3456,2016,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.72,"CLINTON, HILLARY",DEMOCRAT,34.72,Real GDP,Obama 1,Barack Obama,2009-2013,10.8,2.6
3462,2016,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.72,"CLINTON, HILLARY",DEMOCRAT,34.72,Real GDP,Obama 2,Barack Obama,2013-2017,11.64,2.79
3468,2016,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.72,"CLINTON, HILLARY",DEMOCRAT,34.72,Real GDP,Trump,Donald Trump,2017-2021,12.61,3.07
3474,2016,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.72,"CLINTON, HILLARY",DEMOCRAT,34.72,Real GDP,Biden,Joe Biden,2021-2023,5.46,2.7
3480,2016,TEXAS,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,52.23,"CLINTON, HILLARY",DEMOCRAT,43.24,Real GDP,Obama 1,Barack Obama,2009-2013,17.6,4.14
3486,2016,TEXAS,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,52.23,"CLINTON, HILLARY",DEMOCRAT,43.24,Real GDP,Obama 2,Barack Obama,2013-2017,10.29,2.49
3492,2016,TEXAS,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,52.23,"CLINTON, HILLARY",DEMOCRAT,43.24,Real GDP,Trump,Donald Trump,2017-2021,12.7,3.08
3498,2016,TEXAS,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,52.23,"CLINTON, HILLARY",DEMOCRAT,43.24,Real GDP,Biden,Joe Biden,2021-2023,11.6,5.66
3504,2016,UTAH,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,45.54,"CLINTON, HILLARY",DEMOCRAT,27.46,Real GDP,Obama 1,Barack Obama,2009-2013,10.74,2.59
3510,2016,UTAH,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,45.54,"CLINTON, HILLARY",DEMOCRAT,27.46,Real GDP,Obama 2,Barack Obama,2013-2017,18.65,4.37
3516,2016,UTAH,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,45.54,"CLINTON, HILLARY",DEMOCRAT,27.46,Real GDP,Trump,Donald Trump,2017-2021,22.3,5.19
3522,2016,UTAH,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,45.54,"CLINTON, HILLARY",DEMOCRAT,27.46,Real GDP,Biden,Joe Biden,2021-2023,7.13,3.51
3528,2016,VERMONT,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.72,"TRUMP, DONALD J.",REPUBLICAN,29.76,Real GDP,Obama 1,Barack Obama,2009-2013,6.52,1.61
3534,2016,VERMONT,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.72,"TRUMP, DONALD J.",REPUBLICAN,29.76,Real GDP,Obama 2,Barack Obama,2013-2017,3.48,0.86
3540,2016,VERMONT,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.72,"TRUMP, DONALD J.",REPUBLICAN,29.76,Real GDP,Trump,Donald Trump,2017-2021,3.48,0.9
3546,2016,VERMONT,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.72,"TRUMP, DONALD J.",REPUBLICAN,29.76,Real GDP,Biden,Joe Biden,2021-2023,4.49,2.22
3552,2016,VIRGINIA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,49.75,"TRUMP, DONALD J.",REPUBLICAN,44.43,Real GDP,Obama 1,Barack Obama,2009-2013,6.23,1.53
3558,2016,VIRGINIA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,49.75,"TRUMP, DONALD J.",REPUBLICAN,44.43,Real GDP,Obama 2,Barack Obama,2013-2017,5.41,1.33
3564,2016,VIRGINIA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,49.75,"TRUMP, DONALD J.",REPUBLICAN,44.43,Real GDP,Trump,Donald Trump,2017-2021,9.76,2.39
3570,2016,VIRGINIA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,49.75,"TRUMP, DONALD J.",REPUBLICAN,44.43,Real GDP,Biden,Joe Biden,2021-2023,5.68,2.8
3576,2016,WASHINGTON,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,52.54,"TRUMP, DONALD J.",REPUBLICAN,36.83,Real GDP,Obama 1,Barack Obama,2009-2013,12.45,2.98
3582,2016,WASHINGTON,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,52.54,"TRUMP, DONALD J.",REPUBLICAN,36.83,Real GDP,Obama 2,Barack Obama,2013-2017,19.96,4.66
3588,2016,WASHINGTON,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,52.54,"TRUMP, DONALD J.",REPUBLICAN,36.83,Real GDP,Trump,Donald Trump,2017-2021,19.52,4.59
3594,2016,WASHINGTON,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,52.54,"TRUMP, DONALD J.",REPUBLICAN,36.83,Real GDP,Biden,Joe Biden,2021-2023,7.49,3.69
3600,2016,WEST VIRGINIA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,68.63,"CLINTON, HILLARY",DEMOCRAT,26.48,Real GDP,Obama 1,Barack Obama,2009-2013,4.32,1.07
3606,2016,WEST VIRGINIA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,68.63,"CLINTON, HILLARY",DEMOCRAT,26.48,Real GDP,Obama 2,Barack Obama,2013-2017,1.65,0.42
3612,2016,WEST VIRGINIA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,68.63,"CLINTON, HILLARY",DEMOCRAT,26.48,Real GDP,Trump,Donald Trump,2017-2021,0.79,0.23
3618,2016,WEST VIRGINIA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,68.63,"CLINTON, HILLARY",DEMOCRAT,26.48,Real GDP,Biden,Joe Biden,2021-2023,6.64,3.28
3624,2016,WISCONSIN,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,47.22,"CLINTON, HILLARY",DEMOCRAT,46.45,Real GDP,Obama 1,Barack Obama,2009-2013,8.75,2.13
3630,2016,WISCONSIN,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,47.22,"CLINTON, HILLARY",DEMOCRAT,46.45,Real GDP,Obama 2,Barack Obama,2013-2017,6.74,1.65
3636,2016,WISCONSIN,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,47.22,"CLINTON, HILLARY",DEMOCRAT,46.45,Real GDP,Trump,Donald Trump,2017-2021,3.92,1.0
3642,2016,WISCONSIN,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,47.22,"CLINTON, HILLARY",DEMOCRAT,46.45,Real GDP,Biden,Joe Biden,2021-2023,3.01,1.49
3648,2016,WYOMING,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,67.4,"CLINTON, HILLARY",DEMOCRAT,21.63,Real GDP,Obama 1,Barack Obama,2009-2013,-5.4,-1.36
3654,2016,WYOMING,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,67.4,"CLINTON, HILLARY",DEMOCRAT,21.63,Real GDP,Obama 2,Barack Obama,2013-2017,-2.05,-0.47
3660,2016,WYOMING,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,67.4,"CLINTON, HILLARY",DEMOCRAT,21.63,Real GDP,Trump,Donald Trump,2017-2021,-1.3,-0.26
3666,2016,WYOMING,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,67.4,"CLINTON, HILLARY",DEMOCRAT,21.63,Real GDP,Biden,Joe Biden,2021-2023,8.29,4.09
3672,2020,ALABAMA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,62.03,"BIDEN, JOSEPH R. JR",DEMOCRAT,36.57,Real GDP,Obama 1,Barack Obama,2009-2013,6.58,1.61
3678,2020,ALABAMA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,62.03,"BIDEN, JOSEPH R. JR",DEMOCRAT,36.57,Real GDP,Obama 2,Barack Obama,2013-2017,4.66,1.15
3684,2020,ALABAMA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,62.03,"BIDEN, JOSEPH R. JR",DEMOCRAT,36.57,Real GDP,Trump,Donald Trump,2017-2021,7.9,1.94
3690,2020,ALABAMA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,62.03,"BIDEN, JOSEPH R. JR",DEMOCRAT,36.57,Real GDP,Biden,Joe Biden,2021-2023,4.98,2.46
3696,2020,ALASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,52.83,"BIDEN, JOSEPH R. JR",DEMOCRAT,42.77,Real GDP,Obama 1,Barack Obama,2009-2013,-0.59,-0.08
3702,2020,ALASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,52.83,"BIDEN, JOSEPH R. JR",DEMOCRAT,42.77,Real GDP,Obama 2,Barack Obama,2013-2017,-1.97,-0.49
3708,2020,ALASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,52.83,"BIDEN, JOSEPH R. JR",DEMOCRAT,42.77,Real GDP,Trump,Donald Trump,2017-2021,-3.92,-0.97
3714,2020,ALASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,52.83,"BIDEN, JOSEPH R. JR",DEMOCRAT,42.77,Real GDP,Biden,Joe Biden,2021-2023,5.06,2.58
3720,2020,ARIZONA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,49.36,"TRUMP, DONALD J.",REPUBLICAN,49.06,Real GDP,Obama 1,Barack Obama,2009-2013,7.73,1.88
3726,2020,ARIZONA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,49.36,"TRUMP, DONALD J.",REPUBLICAN,49.06,Real GDP,Obama 2,Barack Obama,2013-2017,11.46,2.76
3732,2020,ARIZONA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,49.36,"TRUMP, DONALD J.",REPUBLICAN,49.06,Real GDP,Trump,Donald Trump,2017-2021,18.59,4.38
3738,2020,ARIZONA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,49.36,"TRUMP, DONALD J.",REPUBLICAN,49.06,Real GDP,Biden,Joe Biden,2021-2023,6.93,3.41
3744,2020,ARKANSAS,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,62.4,"BIDEN, JOSEPH R. JR",DEMOCRAT,34.78,Real GDP,Obama 1,Barack Obama,2009-2013,9.11,2.21
3750,2020,ARKANSAS,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,62.4,"BIDEN, JOSEPH R. JR",DEMOCRAT,34.78,Real GDP,Obama 2,Barack Obama,2013-2017,3.37,0.83
3756,2020,ARKANSAS,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,62.4,"BIDEN, JOSEPH R. JR",DEMOCRAT,34.78,Real GDP,Trump,Donald Trump,2017-2021,10.96,2.67
3762,2020,ARKANSAS,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,62.4,"BIDEN, JOSEPH R. JR",DEMOCRAT,34.78,Real GDP,Biden,Joe Biden,2021-2023,3.93,1.95
3768,2020,CALIFORNIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,63.48,"TRUMP, DONALD J.",REPUBLICAN,34.32,Real GDP,Obama 1,Barack Obama,2009-2013,10.88,2.62
3774,2020,CALIFORNIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,63.48,"TRUMP, DONALD J.",REPUBLICAN,34.32,Real GDP,Obama 2,Barack Obama,2013-2017,17.1,4.03
3780,2020,CALIFORNIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,63.48,"TRUMP, DONALD J.",REPUBLICAN,34.32,Real GDP,Trump,Donald Trump,2017-2021,15.09,3.62
3786,2020,CALIFORNIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,63.48,"TRUMP, DONALD J.",REPUBLICAN,34.32,Real GDP,Biden,Joe Biden,2021-2023,3.0,1.49
3792,2020,COLORADO,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,55.01,"TRUMP, DONALD J.",REPUBLICAN,41.6,Real GDP,Obama 1,Barack Obama,2009-2013,9.37,2.27
3798,2020,COLORADO,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,55.01,"TRUMP, DONALD J.",REPUBLICAN,41.6,Real GDP,Obama 2,Barack Obama,2013-2017,16.16,3.82
3804,2020,COLORADO,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,55.01,"TRUMP, DONALD J.",REPUBLICAN,41.6,Real GDP,Trump,Donald Trump,2017-2021,16.06,3.83
3810,2020,COLORADO,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,55.01,"TRUMP, DONALD J.",REPUBLICAN,41.6,Real GDP,Biden,Joe Biden,2021-2023,7.53,3.7
3816,2020,CONNECTICUT,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.26,"TRUMP, DONALD J.",REPUBLICAN,39.19,Real GDP,Obama 1,Barack Obama,2009-2013,-2.49,-0.62
3822,2020,CONNECTICUT,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.26,"TRUMP, DONALD J.",REPUBLICAN,39.19,Real GDP,Obama 2,Barack Obama,2013-2017,5.78,1.42
3828,2020,CONNECTICUT,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.26,"TRUMP, DONALD J.",REPUBLICAN,39.19,Real GDP,Trump,Donald Trump,2017-2021,-1.47,-0.32
3834,2020,CONNECTICUT,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.26,"TRUMP, DONALD J.",REPUBLICAN,39.19,Real GDP,Biden,Joe Biden,2021-2023,6.22,3.06
3840,2020,DELAWARE,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,58.74,"TRUMP, DONALD J.",REPUBLICAN,39.77,Real GDP,Obama 1,Barack Obama,2009-2013,-0.77,-0.16
3846,2020,DELAWARE,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,58.74,"TRUMP, DONALD J.",REPUBLICAN,39.77,Real GDP,Obama 2,Barack Obama,2013-2017,1.31,0.46
