state,year,candidate,party_simplified,party_detailed,candidatevotes,totalvotes
WISCONSIN,2016,"STEIN, JILL",OTHER,GREEN,31072,2976150
WISCONSIN,2016,"CASTLE, DARRELL L.",OTHER,CONSTITUTION PARTY,12162,2976150
WISCONSIN,2016,"MOOREHEAD, MONICA",OTHER,WORKERS WORLD PARTY,1770,2976150
WISCONSIN,2016,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,AMERICAN DELTA PARTY,1502,2976150
WYOMING,2016,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,174419,258788
WYOMING,2016,"CLINTON, HILLARY",DEMOCRAT,DEMOCRAT,55973,258788
WYOMING,2016,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,13287,258788
WYOMING,2016,"CASTLE, DARRELL L.",OTHER,CONSTITUTION PARTY,2042,258788
ALABAMA,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,849624,2323282
ALABAMA,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,1441170,2323282
ALABAMA,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,25176,2323282
ALASKA,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,153778,359530
ALASKA,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,189951,359530
ALASKA,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,8897,359530
ALASKA,2020,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,ALLIANCE,318,359530
ALASKA,2020,"PIERCE, BROCK",OTHER,INDEPENDENT,825,359530
ALASKA,2020,"JANOS, JAMES G. ""JESSE VENTURA""",OTHER,GREEN,2673,359530
ALASKA,2020,"BLANKENSHIP, DON",OTHER,CONSTITUTION PARTY,1127,359530
ARIZONA,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,1672143,3387326
ARIZONA,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,1661686,3387326
ARIZONA,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,51465,3387326
ARIZONA,2020,"LA RIVA, GLORIA ESTELLA",OTHER,PARTY FOR SOCIALISM AND LIBERATION,190,3387326
ARIZONA,2020,"CUMMINGS, DANIEL CLYDE",OTHER,CONSTITUTION PARTY,36,3387326
ARIZONA,2020,"SIMMONS, JADE",OTHER,INDEPENDENT,236,3387326
ARIZONA,2020,"BODDIE, R. PRESIDENT",OTHER,INDEPENDENT,13,3387326
ARIZONA,2020,"HAWKINS, HOWIE",OTHER,GREEN,1557,3387326
ARKANSAS,2020,"CARROLL, BRIAN",OTHER,AMERICAN SOLIDARITY PARTY,1713,1219069
ARKANSAS,2020,"BLANKENSHIP, DON",OTHER,CONSTITUTION PARTY,2108,1219069
ARKANSAS,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,423932,1219069
ARKANSAS,2020,"HAWKINS, HOWIE",OTHER,GREEN,2980,1219069
ARKANSAS,2020,"PIERCE, BROCK",OTHER,INDEPENDENT,2141,1219069
ARKANSAS,2020,"GAMMON, C. L.",OTHER,INDEPENDENT,1475,1219069
ARKANSAS,2020,"WEST, KANYE",OTHER,INDEPENDENT,4099,1219069
ARKANSAS,2020,"COLLINS, PHIL",OTHER,INDEPENDENT,2812,1219069
ARKANSAS,2020,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,INDEPENDENT,1321,1219069
ARKANSAS,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,13133,1219069
ARKANSAS,2020,"MYERS, JOHN RICHARD",OTHER,LIFE AND LIBERTY PARTY,1372,1219069
ARKANSAS,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,760647,1219069
ARKANSAS,2020,"LA RIVA, GLORIA ESTELLA",OTHER,PARTY FOR SOCIALISM AND LIBERATION,1336,1219069
CALIFORNIA,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,11110250,17500881
CALIFORNIA,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,6006429,17500881
CALIFORNIA,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,187895,17500881
CALIFORNIA,2020,"HAWKINS, HOWIE",OTHER,GREEN,81029,17500881
CALIFORNIA,2020,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,AMERICAN INDEPENDENT,60160,17500881
CALIFORNIA,2020,"LA RIVA, GLORIA ESTELLA",OTHER,PEACE & FREEDOM,51037,17500881
CALIFORNIA,2020,"CARROLL, BRIAN",OTHER,AMERICAN SOLIDARITY PARTY,2605,17500881
CALIFORNIA,2020,"JANOS, JAMES G. ""JESSE VENTURA""",OTHER,INDEPENDENT,611,17500881
CALIFORNIA,2020,MARK CHARLES,OTHER,INDEPENDENT,559,17500881
CALIFORNIA,2020,"PIERCE, BROCK",OTHER,INDEPENDENT,185,17500881
CALIFORNIA,2020,JOSEPH KISHORE,OTHER,INDEPENDENT,121,17500881
COLORADO,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,1804352,3279980
COLORADO,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,1364607,3279980
COLORADO,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,52460,3279980
COLORADO,2020,"HAWKINS, HOWIE",OTHER,GREEN,8986,3279980
COLORADO,2020,"LA RIVA, GLORIA ESTELLA",OTHER,PARTY FOR SOCIALISM AND LIBERATION,1035,3279980
COLORADO,2020,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,ALLIANCE,636,3279980
COLORADO,2020,"PIERCE, BROCK",OTHER,INDEPENDENT,572,3279980
COLORADO,2020,"WEST, KANYE",OTHER,INDEPENDENT,8089,3279980
COLORADO,2020,"BLANKENSHIP, DON",OTHER,CONSTITUTION PARTY,5061,3279980
COLORADO,2020,"HAMMONS, BILL",OTHER,UNITY PARTY,2730,3279980
COLORADO,2020,"HUBER, BLAKE",OTHER,APPROVAL VOTING PARTY,355,3279980
COLORADO,2020,"CARROLL, BRIAN",OTHER,AMERICAN SOLIDARITY PARTY,25515,3279980
COLORADO,2020,"CHARLES, MARK",OTHER,INDEPENDENT,2011,3279980
COLORADO,2020,"COLLINS, PHIL",OTHER,PROHIBITION PARTY,568,3279980
COLORADO,2020,"HUNTER, PHIL",OTHER,PROGRESSIVE PARTY,379,3279980
COLORADO,2020,"JACOB?FAMBRO, PRINCESS KHADIJAH MARYAM",OTHER,INDEPENDENT,495,3279980
COLORADO,2020,"KENNEDY, ALYSON",OTHER,SOCIALIST WORKERS PARTY,354,3279980
COLORADO,2020,"KISHORE, JOSEPH",OTHER,SOCIALIST EQUALITY PARTY,196,3279980
COLORADO,2020,"KOPITKE, KYLE KENLEY",OTHER,INDEPENDENT AMERICAN PARTY,762,3279980
COLORADO,2020,"MCHUGH, JOE",OTHER,INDEPENDENT,614,3279980
COLORADO,2020,"SCOTT, JORDAN ""CANCER""",OTHER,INDEPENDENT,175,3279980
COLORADO,2020,"CELLA, TODD",OTHER,INDEPENDENT,4,3279980
COLORADO,2020,"HOEFLING, TOM",OTHER,NON-AFFILIATED,24,3279980
CONNECTICUT,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,1080831,1823857
CONNECTICUT,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,714717,1823857
CONNECTICUT,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,20230,1823857
CONNECTICUT,2020,"HAWKINS, HOWIE",OTHER,GREEN,7538,1823857
CONNECTICUT,2020,"CARROLL, BRIAN",OTHER,AMERICAN SOLIDARITY PARTY,219,1823857
CONNECTICUT,2020,"CHARLES, MARK",OTHER,INDEPENDENT,11,1823857
CONNECTICUT,2020,"WELLS, KASEY",OTHER,NON-AFFILIATED,6,1823857
CONNECTICUT,2020,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,ALLIANCE,13,1823857
CONNECTICUT,2020,"SIMMONS, JADE",OTHER,INDEPENDENT,22,1823857
CONNECTICUT,2020,"WEST, KANYE",OTHER,INDEPENDENT,255,1823857
DELAWARE,2020,"CARROLL, BRIAN",OTHER,AMERICAN SOLIDARITY PARTY,87,504346
DELAWARE,2020,"PIERCE, BROCK",OTHER,INDEPENDENT,5,504346
DELAWARE,2020,"LA RIVA, GLORIA ESTELLA",OTHER,PARTY FOR SOCIALISM AND LIBERATION,14,504346
DELAWARE,2020,"SIMMONS, JADE",OTHER,INDEPENDENT,28,504346
DELAWARE,2020,"WEST, KANYE",OTHER,INDEPENDENT,169,504346
DELAWARE,2020,"WELLS, KASEY",OTHER,NON-AFFILIATED,1,504346
DELAWARE,2020,"CHARLES, MARK",OTHER,INDEPENDENT,8,504346
DELAWARE,2020,"BODDIE, R. PRESIDENT",OTHER,INDEPENDENT,1,504346
DELAWARE,2020,"JACOB?FAMBRO, PRINCESS KHADIJAH MARYAM",OTHER,INDEPENDENT,2,504346
DELAWARE,2020,"CELLA, TODD",OTHER,INDEPENDENT,2,504346
DELAWARE,2020,"HOEFLING, TOM",OTHER,NON-AFFILIATED,1,504346
DELAWARE,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,296268,504346
DELAWARE,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,200603,504346
DELAWARE,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,5000,504346
DELAWARE,2020,"HAWKINS, HOWIE",OTHER,GREEN,2139,504346
DISTRICT OF COLUMBIA,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,317323,344356
DISTRICT OF COLUMBIA,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,18586,344356
DISTRICT OF COLUMBIA,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,2036,344356
DISTRICT OF COLUMBIA,2020,"HAWKINS, HOWIE",OTHER,DC STATEHOOD GREEN,1726,344356
DISTRICT OF COLUMBIA,2020,"LA RIVA, GLORIA ESTELLA",OTHER,INDEPENDENT,855,344356
DISTRICT OF COLUMBIA,2020,"PIERCE, BROCK",OTHER,INDEPENDENT,693,344356
FLORIDA,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,5297045,11067456
FLORIDA,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,5668731,11067456
FLORIDA,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,70324,11067456
FLORIDA,2020,"HAWKINS, HOWIE",OTHER,GREEN,14721,11067456
FLORIDA,2020,"LA RIVA, GLORIA ESTELLA",OTHER,PARTY FOR SOCIALISM AND LIBERATION,5712,11067456
FLORIDA,2020,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,ALLIANCE,5966,11067456
FLORIDA,2020,"BLANKENSHIP, DON",OTHER,CONSTITUTION PARTY,3902,11067456
FLORIDA,2020,"WELLS, KASEY",OTHER,NON-AFFILIATED,8,11067456
FLORIDA,2020,"SIMMONS, JADE",OTHER,INDEPENDENT,181,11067456
FLORIDA,2020,"CARROLL, BRIAN",OTHER,AMERICAN SOLIDARITY PARTY,854,11067456
GEORGIA,2020,"CARROLL, BRIAN",OTHER,AMERICAN SOLIDARITY PARTY,701,4999960
GEORGIA,2020,"BLANKENSHIP, DON",OTHER,CONSTITUTION PARTY,61,4999960
GEORGIA,2020,"LA RIVA, GLORIA ESTELLA",OTHER,PARTY FOR SOCIALISM AND LIBERATION,159,4999960
GEORGIA,2020,"HAWKINS, HOWIE",OTHER,GREEN,1013,4999960
GEORGIA,2020,"SIMMONS, JADE",OTHER,INDEPENDENT,181,4999960
GEORGIA,2020,"WELLS, KASEY",OTHER,NON-AFFILIATED,6,4999960
GEORGIA,2020,"CHARLES, MARK",OTHER,INDEPENDENT,65,4999960
GEORGIA,2020,"BODDIE, R. PRESIDENT",OTHER,INDEPENDENT,8,4999960
GEORGIA,2020,"JACOB?FAMBRO, PRINCESS KHADIJAH MARYAM",OTHER,INDEPENDENT,7,4999960
GEORGIA,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,2473633,4999960
GEORGIA,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,2461854,4999960
GEORGIA,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,62229,4999960
HAWAII,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,366130,579784
HAWAII,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,196864,579784
HAWAII,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,5539,579784
HAWAII,2020,"HAWKINS, HOWIE",OTHER,GREEN,3822,579784
HAWAII,2020,"PIERCE, BROCK",OTHER,AMERICAN SHOPPING PARTY,1183,579784
HAWAII,2020,"BLANKENSHIP, DON",OTHER,CONSTITUTION PARTY,931,579784
IDAHO,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,287021,868014
IDAHO,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,554119,868014
IDAHO,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,16404,868014
IDAHO,2020,"HAWKINS, HOWIE",OTHER,GREEN,407,868014
IDAHO,2020,"PIERCE, BROCK",OTHER,INDEPENDENT,2808,868014
IDAHO,2020,"BLANKENSHIP, DON",OTHER,CONSTITUTION PARTY,1886,868014
IDAHO,2020,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,INDEPENDENT,1491,868014
IDAHO,2020,"WEST, KANYE",OTHER,INDEPENDENT,3632,868014
IDAHO,2020,"LA RIVA, GLORIA ESTELLA",OTHER,PARTY FOR SOCIALISM AND LIBERATION,49,868014
IDAHO,2020,"CARROLL, BRIAN",OTHER,AMERICAN SOLIDARITY PARTY,163,868014
IDAHO,2020,"CELLA, TODD",OTHER,INDEPENDENT,1,868014
IDAHO,2020,"HOEFLING, TOM",OTHER,NON-AFFILIATED,7,868014
IDAHO,2020,"SIMMONS, JADE",OTHER,INDEPENDENT,21,868014
ILLINOIS,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,3471915,6033743
ILLINOIS,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,2446891,6033743
ILLINOIS,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,66544,6033743
ILLINOIS,2020,"HAWKINS, HOWIE",OTHER,GREEN,30494,6033743
ILLINOIS,2020,"CARROLL, BRIAN",OTHER,AMERICAN SOLIDARITY PARTY,9548,6033743
ILLINOIS,2020,"LA RIVA, GLORIA ESTELLA",OTHER,PARTY FOR SOCIALISM AND LIBERATION,8046,6033743
ILLINOIS,2020,"SIMMONS, JADE",OTHER,INDEPENDENT,78,6033743
ILLINOIS,2020,MARK CHARLES,OTHER,INDEPENDENT,75,6033743
ILLINOIS,2020,"WELLS, KASEY",OTHER,NON-AFFILIATED,18,6033743
ILLINOIS,2020,"BLANKENSHIP, DON",OTHER,CONSTITUTION PARTY,18,6033743
ILLINOIS,2020,"KISHORE, JOSEPH",OTHER,INDEPENDENT,5,6033743
ILLINOIS,2020,"COLLINS, PHIL",OTHER,INDEPENDENT,3,6033743
INDIANA,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,1242416,3033118
INDIANA,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,1729519,3033118
INDIANA,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,59232,3033118
INDIANA,2020,"HAWKINS, HOWIE",OTHER,GREEN,988,3033118
INDIANA,2020,"CARROLL, BRIAN",OTHER,AMERICAN SOLIDARITY PARTY,893,3033118
INDIANA,2020,"WELLS, KASEY",OTHER,NON-AFFILIATED,1,3033118
IOWA,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,897672,1700130
IOWA,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,759061,1700130
IOWA,2020,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,INDEPENDENT,1082,1700130
IOWA,2020,"BLANKENSHIP, DON",OTHER,CONSTITUTION PARTY,1707,1700130
IOWA,2020,"KING, RICKI SUE",OTHER,GENEOLOGY KNOW YOUR FAMILY HISTORY PARTY,546,1700130
IOWA,2020,"HAWKINS, HOWIE",OTHER,GREEN,3075,1700130
IOWA,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,19637,1700130
IOWA,2020,"PIERCE, BROCK",OTHER,INDEPENDENT,544,1700130
IOWA,2020,"WEST, KANYE",OTHER,INDEPENDENT,3210,1700130
KANSAS,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,771406,1372303
KANSAS,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,570323,1372303
KANSAS,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,30574,1372303
KENTUCKY,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,1326646,2136768
KENTUCKY,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,772474,2136768
KENTUCKY,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,26234,2136768
KENTUCKY,2020,"WEST, KANYE",OTHER,INDEPENDENT,6483,2136768
KENTUCKY,2020,"PIERCE, BROCK",OTHER,INDEPENDENT,3599,2136768
KENTUCKY,2020,"HAWKINS, HOWIE",OTHER,GREEN,716,2136768
KENTUCKY,2020,"CARROLL, BRIAN",OTHER,AMERICAN SOLIDARITY PARTY,408,2136768
KENTUCKY,2020,"LA RIVA, GLORIA ESTELLA",OTHER,PARTY FOR SOCIALISM AND LIBERATION,98,2136768
KENTUCKY,2020,"CHARLES, MARK",OTHER,INDEPENDENT,43,2136768
KENTUCKY,2020,"SIMMONS, JADE",OTHER,INDEPENDENT,29,2136768
KENTUCKY,2020,"HOEFLING, TOM",OTHER,NON-AFFILIATED,20,2136768
KENTUCKY,2020,"BODDIE, R. PRESIDENT",OTHER,INDEPENDENT,7,2136768
KENTUCKY,2020,"WELLS, KASEY",OTHER,NON-AFFILIATED,1,2136768
LOUISIANA,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,856034,2148062
LOUISIANA,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,21645,2148062
LOUISIANA,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,1255776,2148062
LOUISIANA,2020,"CARROLL, BRIAN",OTHER,AMERICAN SOLIDARITY PARTY,2497,2148062
LOUISIANA,2020,JADE SIMMONS,OTHER,BECOMING ONE NATION,1626,2148062
LOUISIANA,2020,"BODDIE, R. PRESIDENT",OTHER,C.U.P,1125,2148062
LOUISIANA,2020,"BLANKENSHIP, DON",OTHER,CONSTITUTION PARTY,860,2148062
LOUISIANA,2020,"PIERCE, BROCK",OTHER,FREEDOM AND PROSPERITY,749,2148062
LOUISIANA,2020,"HOEFLING, TOM",OTHER,"LIFE , LIBERTY, CONSTITUTION",668,2148062
LOUISIANA,2020,"LA RIVA, GLORIA ESTELLA",OTHER,PARTY FOR SOCIALISM AND LIBERATION,987,2148062
LOUISIANA,2020,"KENNEDY, ALYSON",OTHER,SOCIALIST WORKERS PARTY,536,2148062
LOUISIANA,2020,"WEST, KANYE",OTHER,THE BIRTHDAY PARTY,4897,2148062
LOUISIANA,2020,"HAMMONS, BILL",OTHER,UNITY PARTY,662,2148062
MAINE,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,435072,828305
MAINE,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,14152,828305
MAINE,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,360737,828305
MAINE,2020,"HAWKINS, HOWIE",OTHER,GREEN,8230,828305
MAINE,2020,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,ALLIANCE,1183,828305
MARYLAND,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,976414,3037030
MARYLAND,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,1985023,3037030
MARYLAND,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,33488,3037030
MARYLAND,2020,"HAWKINS, HOWIE",OTHER,GREEN,15799,3037030
MARYLAND,2020,"SEGAL, JEROME M.",OTHER,BREAD AND ROSES,5884,3037030
MARYLAND,2020,"BODDIE, R. PRESIDENT",OTHER,INDEPENDENT,4,3037030
MARYLAND,2020,"CARROLL, BRIAN",OTHER,AMERICAN SOLIDARITY PARTY,795,3037030
MARYLAND,2020,"CELLA, TODD",OTHER,INDEPENDENT,11,3037030
MARYLAND,2020,"CHARLES, MARK",OTHER,INDEPENDENT,30,3037030
MARYLAND,2020,"COLLINS, PHIL",OTHER,INDEPENDENT,10,3037030
MARYLAND,2020,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,ALLIANCE,26,3037030
MARYLAND,2020,"HOEFLING, TOM",OTHER,NON-AFFILIATED,11,3037030
MARYLAND,2020,"PIERCE, BROCK",OTHER,INDEPENDENT,16,3037030
MARYLAND,2020,"SIMMONS, JADE",OTHER,BECOMING ONE NATION,131,3037030
MARYLAND,2020,"WELLS, KASEY",OTHER,NON-AFFILIATED,5,3037030
MARYLAND,2020,"WEST, KANYE",OTHER,THE BIRTHDAY PARTY,1117,3037030
MARYLAND,2020,"LA RIVA, GLORIA ESTELLA",OTHER,PARTY FOR SOCIALISM AND LIBERATION,125,3037030
MASSACHUSETTS,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,2382202,3658005
MASSACHUSETTS,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,1167202,3658005
MASSACHUSETTS,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,47013,3658005
MASSACHUSETTS,2020,"HAWKINS, HOWIE",OTHER,GREEN-RAINBOW,18658,3658005
MICHIGAN,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,2804040,5539302
MICHIGAN,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,2649852,5539302
MICHIGAN,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,60381,5539302
MICHIGAN,2020,"BLANKENSHIP, DON",OTHER,US TAXPAYERS PARTY,7235,5539302
MICHIGAN,2020,"HAWKINS, HOWIE",OTHER,GREEN,13718,5539302
MICHIGAN,2020,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,NATURAL LAW,2986,5539302
MICHIGAN,2020,"CARROLL, BRIAN",OTHER,AMERICAN SOLIDARITY PARTY,963,5539302
MICHIGAN,2020,"SIMMONS, JADE",OTHER,BECOMING ONE NATION,89,5539302
MICHIGAN,2020,"WELLS, KASEY",OTHER,NON-AFFILIATED,5,5539302
MINNESOTA,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,1484065,3277171
MINNESOTA,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,1717077,3277171
MINNESOTA,2020,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,ALLIANCE,5611,3277171
MINNESOTA,2020,"HAWKINS, HOWIE",OTHER,GREEN,10033,3277171
MINNESOTA,2020,"WEST, KANYE",OTHER,INDEPENDENT,7940,3277171
MINNESOTA,2020,"PIERCE, BROCK",OTHER,INDEPENDENT,5651,3277171
MINNESOTA,2020,"LA RIVA, GLORIA ESTELLA",OTHER,PARTY FOR SOCIALISM AND LIBERATION,1210,3277171
MINNESOTA,2020,"KENNEDY, ALYSON",OTHER,SOCIALIST WORKERS PARTY,643,3277171
MINNESOTA,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,34976,3277171
MISSISSIPPI,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,539398,1313759
MISSISSIPPI,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,756764,1313759
MISSISSIPPI,2020,"BLANKENSHIP, DON",OTHER,CONSTITUTION PARTY,1279,1313759
MISSISSIPPI,2020,"CARROLL, BRIAN",OTHER,AMERICAN SOLIDARITY PARTY,1161,1313759
MISSISSIPPI,2020,"COLLINS, PHIL",OTHER,INDEPENDENT,1317,1313759
MISSISSIPPI,2020,"HAWKINS, HOWIE",OTHER,GREEN,1498,1313759
MISSISSIPPI,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,8026,1313759
MISSISSIPPI,2020,"PIERCE, BROCK",OTHER,INDEPENDENT,659,1313759
MISSISSIPPI,2020,"WEST, KANYE",OTHER,INDEPENDENT,3657,1313759
MISSOURI,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,1718736,3025962
MISSOURI,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,1253014,3025962
MISSOURI,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,41205,3025962
MISSOURI,2020,"HAWKINS, HOWIE",OTHER,GREEN,8283,3025962
MISSOURI,2020,"BLANKENSHIP, DON",OTHER,CONSTITUTION PARTY,3919,3025962
MISSOURI,2020,"WELLS, KASEY",OTHER,NON-AFFILIATED,3,3025962
MISSOURI,2020,"SIMMONS, JADE",OTHER,BECOMING ONE NATION,74,3025962
MISSOURI,2020,"CARROLL, BRIAN",OTHER,AMERICAN SOLIDARITY PARTY,664,3025962
MISSOURI,2020,"LA RIVA, GLORIA ESTELLA",OTHER,PARTY FOR SOCIALISM AND LIBERATION,64,3025962
MONTANA,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,15252,603674
MONTANA,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,343602,603674
MONTANA,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,244786,603674
MONTANA,2020,"SIMMONS, JADE",OTHER,BECOMING ONE NATION,6,603674
MONTANA,2020,"CHARLES, MARK",OTHER,INDEPENDENT,23,603674
NEBRASKA,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,556846,956383
NEBRASKA,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,374583,956383
NEBRASKA,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,20283,956383
NEVADA,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,14783,1405376
NEVADA,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,669890,1405376
NEVADA,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,703486,1405376
NEVADA,2020,"BLANKENSHIP, DON",OTHER,INDEPENDENT AMERICAN PARTY,3138,1405376
NEW HAMPSHIRE,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,13235,806182
NEW HAMPSHIRE,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,365654,806182
NEW HAMPSHIRE,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,424921,806182
NEW HAMPSHIRE,2020,"HAWKINS, HOWIE",OTHER,GREEN,217,806182
NEW JERSEY,2020,"TRUMP, DONALD J.",REPUBLICAN,REPUBLICAN,1883274,4549353
NEW JERSEY,2020,"BIDEN, JOSEPH R. JR",DEMOCRAT,DEMOCRAT,2608335,4549353
NEW JERSEY,2020,"JORGENSEN, JO",LIBERTARIAN,LIBERTARIAN,31677,4549353
NEW JERSEY,2020,"HAWKINS, HOWIE",OTHER,GREEN,14202,4549353
NEW JERSEY,2020,"HAMMONS, BILL",OTHER,UNITY PARTY,3255,4549353
