State,Indicator,Term,President,Cycle Duration,Overall Growth (%),Average Growth (%)
New Hampshire,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,13.79,3.29
New Hampshire,Total Employment,Obama 2,Barack Obama,2013-2017,5.68,1.39
New Jersey,Real GDP,Obama 2,Barack Obama,2013-2017,3.35,0.83
New Jersey,Real Personal Income,Obama 2,Barack Obama,2013-2017,10.87,2.62
New Jersey,Real PCE,Obama 2,Barack Obama,2013-2017,7.41,1.8
New Jersey,GDP,Obama 2,Barack Obama,2013-2017,10.46,2.52
New Jersey,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,13.49,3.22
New Jersey,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,13.3,3.17
New Jersey,Total Employment,Obama 2,Barack Obama,2013-2017,6.15,1.5
New Mexico,Real GDP,Obama 2,Barack Obama,2013-2017,3.45,0.86
New Mexico,Real Personal Income,Obama 2,Barack Obama,2013-2017,7.87,1.93
New Mexico,Real PCE,Obama 2,Barack Obama,2013-2017,6.51,1.6
New Mexico,GDP,Obama 2,Barack Obama,2013-2017,5.0,1.26
New Mexico,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,12.45,2.99
New Mexico,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,12.78,3.06
New Mexico,Total Employment,Obama 2,Barack Obama,2013-2017,1.85,0.46
New York,Real GDP,Obama 2,Barack Obama,2013-2017,8.19,1.99
New York,Real Personal Income,Obama 2,Barack Obama,2013-2017,14.32,3.41
New York,Real PCE,Obama 2,Barack Obama,2013-2017,11.25,2.71
New York,GDP,Obama 2,Barack Obama,2013-2017,19.07,4.46
New York,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,17.63,4.15
New York,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,17.65,4.16
New York,Total Employment,Obama 2,Barack Obama,2013-2017,6.65,1.62
North Carolina,Real GDP,Obama 2,Barack Obama,2013-2017,9.92,2.39
North Carolina,Real Personal Income,Obama 2,Barack Obama,2013-2017,16.36,3.87
North Carolina,Real PCE,Obama 2,Barack Obama,2013-2017,13.77,3.28
North Carolina,GDP,Obama 2,Barack Obama,2013-2017,18.63,4.37
North Carolina,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,16.14,3.82
North Carolina,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,15.52,3.68
North Carolina,Total Employment,Obama 2,Barack Obama,2013-2017,8.87,2.15
North Dakota,Real GDP,Obama 2,Barack Obama,2013-2017,3.36,1.03
North Dakota,Real Personal Income,Obama 2,Barack Obama,2013-2017,0.34,0.16
North Dakota,Real PCE,Obama 2,Barack Obama,2013-2017,8.18,2.02
North Dakota,GDP,Obama 2,Barack Obama,2013-2017,3.01,1.09
North Dakota,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,-4.63,-1.1
North Dakota,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,-2.59,-0.58
North Dakota,Total Employment,Obama 2,Barack Obama,2013-2017,-2.33,-0.56
Ohio,Real GDP,Obama 2,Barack Obama,2013-2017,8.15,1.98
Ohio,Real Personal Income,Obama 2,Barack Obama,2013-2017,11.28,2.72
Ohio,Real PCE,Obama 2,Barack Obama,2013-2017,10.38,2.5
Ohio,GDP,Obama 2,Barack Obama,2013-2017,15.14,3.6
Ohio,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,13.16,3.14
Ohio,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,13.41,3.2
Ohio,Total Employment,Obama 2,Barack Obama,2013-2017,4.58,1.13
Oklahoma,Real GDP,Obama 2,Barack Obama,2013-2017,9.34,2.3
Oklahoma,Real Personal Income,Obama 2,Barack Obama,2013-2017,-1.12,-0.2
Oklahoma,Real PCE,Obama 2,Barack Obama,2013-2017,6.72,1.64
Oklahoma,GDP,Obama 2,Barack Obama,2013-2017,4.58,1.26
Oklahoma,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,0.61,0.26
Oklahoma,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,0.59,0.25
Oklahoma,Total Employment,Obama 2,Barack Obama,2013-2017,1.91,0.47
Oregon,Real GDP,Obama 2,Barack Obama,2013-2017,18.95,4.44
Oregon,Real Personal Income,Obama 2,Barack Obama,2013-2017,20.53,4.79
Oregon,Real PCE,Obama 2,Barack Obama,2013-2017,16.45,3.88
Oregon,GDP,Obama 2,Barack Obama,2013-2017,26.01,5.95
Oregon,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,20.53,4.79
Oregon,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,19.59,4.58
Oregon,Total Employment,Obama 2,Barack Obama,2013-2017,11.31,2.72
Pennsylvania,Real GDP,Obama 2,Barack Obama,2013-2017,7.12,1.73
Pennsylvania,Real Personal Income,Obama 2,Barack Obama,2013-2017,7.82,1.91
Pennsylvania,Real PCE,Obama 2,Barack Obama,2013-2017,5.37,1.32
Pennsylvania,GDP,Obama 2,Barack Obama,2013-2017,12.46,2.98
Pennsylvania,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,13.04,3.11
Pennsylvania,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,12.68,3.03
Pennsylvania,Total Employment,Obama 2,Barack Obama,2013-2017,4.25,1.05
Rhode Island,Real GDP,Obama 2,Barack Obama,2013-2017,3.04,0.75
Rhode Island,Real Personal Income,Obama 2,Barack Obama,2013-2017,7.86,1.91
Rhode Island,Real PCE,Obama 2,Barack Obama,2013-2017,7.53,1.84
Rhode Island,GDP,Obama 2,Barack Obama,2013-2017,10.9,2.62
Rhode Island,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,11.77,2.83
Rhode Island,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,11.37,2.74
Rhode Island,Total Employment,Obama 2,Barack Obama,2013-2017,6.06,1.48
South Carolina,Real GDP,Obama 2,Barack Obama,2013-2017,12.39,2.96
South Carolina,Real Personal Income,Obama 2,Barack Obama,2013-2017,19.02,4.45
South Carolina,Real PCE,Obama 2,Barack Obama,2013-2017,13.48,3.21
South Carolina,GDP,Obama 2,Barack Obama,2013-2017,20.76,4.83
South Carolina,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,18.0,4.23
South Carolina,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,17.36,4.09
South Carolina,Total Employment,Obama 2,Barack Obama,2013-2017,10.32,2.49
South Dakota,Real GDP,Obama 2,Barack Obama,2013-2017,6.18,1.51
South Dakota,Real Personal Income,Obama 2,Barack Obama,2013-2017,12.66,3.04
South Dakota,Real PCE,Obama 2,Barack Obama,2013-2017,14.95,3.55
South Dakota,GDP,Obama 2,Barack Obama,2013-2017,13.44,3.2
South Dakota,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,9.83,2.38
South Dakota,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,9.97,2.41
South Dakota,Total Employment,Obama 2,Barack Obama,2013-2017,3.44,0.85
Tennessee,Real GDP,Obama 2,Barack Obama,2013-2017,11.64,2.79
Tennessee,Real Personal Income,Obama 2,Barack Obama,2013-2017,12.62,3.03
Tennessee,Real PCE,Obama 2,Barack Obama,2013-2017,12.11,2.9
Tennessee,GDP,Obama 2,Barack Obama,2013-2017,19.77,4.62
Tennessee,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,13.58,3.24
Tennessee,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,12.91,3.09
Tennessee,Total Employment,Obama 2,Barack Obama,2013-2017,9.31,2.25
Texas,Real GDP,Obama 2,Barack Obama,2013-2017,10.29,2.49
Texas,Real Personal Income,Obama 2,Barack Obama,2013-2017,12.51,3.03
Texas,Real PCE,Obama 2,Barack Obama,2013-2017,15.78,3.73
Texas,GDP,Obama 2,Barack Obama,2013-2017,9.2,2.26
Texas,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,9.28,2.3
Texas,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,8.98,2.21
Texas,Total Employment,Obama 2,Barack Obama,2013-2017,10.12,2.44
Utah,Real GDP,Obama 2,Barack Obama,2013-2017,18.65,4.37
Utah,Real Personal Income,Obama 2,Barack Obama,2013-2017,22.67,5.26
Utah,Real PCE,Obama 2,Barack Obama,2013-2017,20.31,4.74
Utah,GDP,Obama 2,Barack Obama,2013-2017,27.14,6.19
Utah,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,19.18,4.49
Utah,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,18.49,4.34
Utah,Total Employment,Obama 2,Barack Obama,2013-2017,13.8,3.28
Vermont,Real GDP,Obama 2,Barack Obama,2013-2017,3.48,0.86
Vermont,Real Personal Income,Obama 2,Barack Obama,2013-2017,7.01,1.73
Vermont,Real PCE,Obama 2,Barack Obama,2013-2017,4.83,1.21
Vermont,GDP,Obama 2,Barack Obama,2013-2017,10.56,2.54
Vermont,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,10.4,2.51
Vermont,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,9.8,2.37
Vermont,Total Employment,Obama 2,Barack Obama,2013-2017,2.56,0.63
Virginia,Real GDP,Obama 2,Barack Obama,2013-2017,5.41,1.33
Virginia,Real Personal Income,Obama 2,Barack Obama,2013-2017,13.7,3.26
Virginia,Real PCE,Obama 2,Barack Obama,2013-2017,9.04,2.19
Virginia,GDP,Obama 2,Barack Obama,2013-2017,12.75,3.05
Virginia,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,12.83,3.06
Virginia,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,12.28,2.94
Virginia,Total Employment,Obama 2,Barack Obama,2013-2017,6.75,1.65
Washington,Real GDP,Obama 2,Barack Obama,2013-2017,19.96,4.66
Washington,Real Personal Income,Obama 2,Barack Obama,2013-2017,16.85,3.97
Washington,Real PCE,Obama 2,Barack Obama,2013-2017,11.59,2.78
Washington,GDP,Obama 2,Barack Obama,2013-2017,26.44,6.05
Washington,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,19.71,4.6
Washington,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,18.35,4.31
Washington,Total Employment,Obama 2,Barack Obama,2013-2017,11.04,2.65
West Virginia,Real GDP,Obama 2,Barack Obama,2013-2017,1.65,0.42
West Virginia,Real Personal Income,Obama 2,Barack Obama,2013-2017,5.57,1.37
West Virginia,Real PCE,Obama 2,Barack Obama,2013-2017,6.55,1.6
West Virginia,GDP,Obama 2,Barack Obama,2013-2017,4.76,1.21
West Virginia,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,10.68,2.58
West Virginia,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,11.0,2.66
West Virginia,Total Employment,Obama 2,Barack Obama,2013-2017,-2.78,-0.7
Wisconsin,Real GDP,Obama 2,Barack Obama,2013-2017,6.74,1.65
Wisconsin,Real Personal Income,Obama 2,Barack Obama,2013-2017,10.45,2.53
Wisconsin,Real PCE,Obama 2,Barack Obama,2013-2017,9.63,2.32
Wisconsin,GDP,Obama 2,Barack Obama,2013-2017,13.42,3.2
Wisconsin,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,13.18,3.15
Wisconsin,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,13.09,3.13
Wisconsin,Total Employment,Obama 2,Barack Obama,2013-2017,3.95,0.97
Wyoming,Real GDP,Obama 2,Barack Obama,2013-2017,-2.05,-0.47
Wyoming,Real Personal Income,Obama 2,Barack Obama,2013-2017,1.66,0.51
Wyoming,Real PCE,Obama 2,Barack Obama,2013-2017,4.63,1.15
Wyoming,GDP,Obama 2,Barack Obama,2013-2017,-4.43,-1.02
Wyoming,Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,6.7,1.74
Wyoming,Per Capita Disposable Personal Income,Obama 2,Barack Obama,2013-2017,7.78,1.98
Wyoming,Total Employment,Obama 2,Barack Obama,2013-2017,-0.39,-0.09
United States,Real GDP,Trump,Donald Trump,2017-2021,9.6,2.36
United States,Real Personal Income,Trump,Donald Trump,2017-2021,17.9,4.21
United States,Real PCE,Trump,Donald Trump,2017-2021,11.26,2.78
United States,GDP,Trump,Donald Trump,2017-2021,20.75,4.91
United States,Per Capita Personal Income,Trump,Donald Trump,2017-2021,26.38,6.05
United States,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,25.9,5.94
United States,Total Employment,Trump,Donald Trump,2017-2021,3.21,0.83
Alabama,Real GDP,Trump,Donald Trump,2017-2021,7.9,1.94
Alabama,Real Personal Income,Trump,Donald Trump,2017-2021,20.87,4.87
Alabama,Real PCE,Trump,Donald Trump,2017-2021,14.18,3.42
Alabama,GDP,Trump,Donald Trump,2017-2021,20.04,4.74
Alabama,Per Capita Personal Income,Trump,Donald Trump,2017-2021,26.29,6.04
Alabama,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,26.36,6.05
Alabama,Total Employment,Trump,Donald Trump,2017-2021,4.53,1.13
Alaska,Real GDP,Trump,Donald Trump,2017-2021,-3.92,-0.97
Alaska,Real Personal Income,Trump,Donald Trump,2017-2021,5.5,1.36
Alaska,Real PCE,Trump,Donald Trump,2017-2021,4.57,1.19
Alaska,GDP,Trump,Donald Trump,2017-2021,10.07,2.71
Alaska,Per Capita Personal Income,Trump,Donald Trump,2017-2021,16.04,3.8
Alaska,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,16.24,3.84
Alaska,Total Employment,Trump,Donald Trump,2017-2021,-2.75,-0.65
Arizona,Real GDP,Trump,Donald Trump,2017-2021,18.59,4.38
Arizona,Real Personal Income,Trump,Donald Trump,2017-2021,29.55,6.71
Arizona,Real PCE,Trump,Donald Trump,2017-2021,20.52,4.9
Arizona,GDP,Trump,Donald Trump,2017-2021,31.13,7.06
Arizona,Per Capita Personal Income,Trump,Donald Trump,2017-2021,31.86,7.18
Arizona,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,30.99,7.0
Arizona,Total Employment,Trump,Donald Trump,2017-2021,9.22,2.24
Arkansas,Real GDP,Trump,Donald Trump,2017-2021,10.96,2.67
Arkansas,Real Personal Income,Trump,Donald Trump,2017-2021,18.16,4.3
Arkansas,Real PCE,Trump,Donald Trump,2017-2021,11.25,2.75
Arkansas,GDP,Trump,Donald Trump,2017-2021,24.35,5.69
Arkansas,Per Capita Personal Income,Trump,Donald Trump,2017-2021,27.64,6.37
Arkansas,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,27.65,6.35
Arkansas,Total Employment,Trump,Donald Trump,2017-2021,2.72,0.69
California,Real GDP,Trump,Donald Trump,2017-2021,15.09,3.62
California,Real Personal Income,Trump,Donald Trump,2017-2021,19.28,4.52
California,Real PCE,Trump,Donald Trump,2017-2021,11.99,3.0
California,GDP,Trump,Donald Trump,2017-2021,24.94,5.8
California,Per Capita Personal Income,Trump,Donald Trump,2017-2021,32.07,7.22
California,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,29.44,6.68
California,Total Employment,Trump,Donald Trump,2017-2021,1.63,0.45
Colorado,Real GDP,Trump,Donald Trump,2017-2021,16.06,3.83
Colorado,Real Personal Income,Trump,Donald Trump,2017-2021,26.19,6.01
Colorado,Real PCE,Trump,Donald Trump,2017-2021,17.03,4.15
Colorado,GDP,Trump,Donald Trump,2017-2021,27.31,6.32
Colorado,Per Capita Personal Income,Trump,Donald Trump,2017-2021,32.37,7.28
Colorado,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,31.82,7.16
Colorado,Total Employment,Trump,Donald Trump,2017-2021,6.03,1.5
Connecticut,Real GDP,Trump,Donald Trump,2017-2021,-1.47,-0.32
Connecticut,Real Personal Income,Trump,Donald Trump,2017-2021,12.94,3.11
Connecticut,Real PCE,Trump,Donald Trump,2017-2021,11.02,2.76
Connecticut,GDP,Trump,Donald Trump,2017-2021,8.37,2.09
Connecticut,Per Capita Personal Income,Trump,Donald Trump,2017-2021,18.24,4.29
Connecticut,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,17.54,4.13
Connecticut,Total Employment,Trump,Donald Trump,2017-2021,-0.47,-0.09
Delaware,Real GDP,Trump,Donald Trump,2017-2021,7.33,1.83
Delaware,Real Personal Income,Trump,Donald Trump,2017-2021,15.66,3.71
Delaware,Real PCE,Trump,Donald Trump,2017-2021,12.47,3.05
Delaware,GDP,Trump,Donald Trump,2017-2021,19.43,4.6
Delaware,Per Capita Personal Income,Trump,Donald Trump,2017-2021,19.26,4.52
Delaware,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,17.75,4.19
Delaware,Total Employment,Trump,Donald Trump,2017-2021,6.08,1.51
District of Columbia,Real GDP,Trump,Donald Trump,2017-2021,6.58,1.62
District of Columbia,Real Personal Income,Trump,Donald Trump,2017-2021,9.34,2.26
District of Columbia,Real PCE,Trump,Donald Trump,2017-2021,6.16,1.68
District of Columbia,GDP,Trump,Donald Trump,2017-2021,16.56,3.93
District of Columbia,Per Capita Personal Income,Trump,Donald Trump,2017-2021,22.96,5.34
District of Columbia,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,21.65,5.07
District of Columbia,Total Employment,Trump,Donald Trump,2017-2021,-3.67,-0.89
Florida,Real GDP,Trump,Donald Trump,2017-2021,15.34,3.7
Florida,Real Personal Income,Trump,Donald Trump,2017-2021,22.65,5.24
Florida,Real PCE,Trump,Donald Trump,2017-2021,16.31,3.95
Florida,GDP,Trump,Donald Trump,2017-2021,27.96,6.46
Florida,Per Capita Personal Income,Trump,Donald Trump,2017-2021,28.5,6.49
Florida,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,28.49,6.48
Florida,Total Employment,Trump,Donald Trump,2017-2021,11.23,2.72
Georgia,Real GDP,Trump,Donald Trump,2017-2021,10.19,2.51
Georgia,Real Personal Income,Trump,Donald Trump,2017-2021,18.15,4.26
Georgia,Real PCE,Trump,Donald Trump,2017-2021,13.57,3.3
Georgia,GDP,Trump,Donald Trump,2017-2021,20.91,4.94
Georgia,Per Capita Personal Income,Trump,Donald Trump,2017-2021,25.09,5.78
Georgia,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,24.38,5.61
Georgia,Total Employment,Trump,Donald Trump,2017-2021,8.33,2.04
Hawaii,Real GDP,Trump,Donald Trump,2017-2021,-3.46,-0.7
Hawaii,Real Personal Income,Trump,Donald Trump,2017-2021,8.02,1.96
Hawaii,Real PCE,Trump,Donald Trump,2017-2021,5.7,1.54
Hawaii,GDP,Trump,Donald Trump,2017-2021,6.82,1.9
Hawaii,Per Capita Personal Income,Trump,Donald Trump,2017-2021,20.92,4.88
Hawaii,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,19.77,4.62
Hawaii,Total Employment,Trump,Donald Trump,2017-2021,-6.56,-1.51
Idaho,Real GDP,Trump,Donald Trump,2017-2021,21.98,5.12
Idaho,Real Personal Income,Trump,Donald Trump,2017-2021,39.78,8.75
Idaho,Real PCE,Trump,Donald Trump,2017-2021,26.68,6.17
Idaho,GDP,Trump,Donald Trump,2017-2021,36.89,8.22
Idaho,Per Capita Personal Income,Trump,Donald Trump,2017-2021,34.45,7.71
Idaho,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,32.63,7.33
Idaho,Total Employment,Trump,Donald Trump,2017-2021,12.81,3.07
Illinois,Real GDP,Trump,Donald Trump,2017-2021,2.77,0.77
Illinois,Real Personal Income,Trump,Donald Trump,2017-2021,12.02,2.88
Illinois,Real PCE,Trump,Donald Trump,2017-2021,5.98,1.53
Illinois,GDP,Trump,Donald Trump,2017-2021,13.68,3.38
Illinois,Per Capita Personal Income,Trump,Donald Trump,2017-2021,25.67,5.9
Illinois,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,24.61,5.67
Illinois,Total Employment,Trump,Donald Trump,2017-2021,-0.94,-0.2
Indiana,Real GDP,Trump,Donald Trump,2017-2021,8.28,2.08
Indiana,Real Personal Income,Trump,Donald Trump,2017-2021,17.95,4.25
Indiana,Real PCE,Trump,Donald Trump,2017-2021,8.69,2.14
Indiana,GDP,Trump,Donald Trump,2017-2021,19.11,4.6
Indiana,Per Capita Personal Income,Trump,Donald Trump,2017-2021,28.5,6.5
Indiana,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,27.87,6.37
Indiana,Total Employment,Trump,Donald Trump,2017-2021,1.91,0.5
Iowa,Real GDP,Trump,Donald Trump,2017-2021,7.49,1.89
Iowa,Real Personal Income,Trump,Donald Trump,2017-2021,14.8,3.57
Iowa,Real PCE,Trump,Donald Trump,2017-2021,6.3,1.62
Iowa,GDP,Trump,Donald Trump,2017-2021,19.64,4.69
Iowa,Per Capita Personal Income,Trump,Donald Trump,2017-2021,24.46,5.67
Iowa,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,25.26,5.84
Iowa,Total Employment,Trump,Donald Trump,2017-2021,-0.29,-0.05
Kansas,Real GDP,Trump,Donald Trump,2017-2021,3.91,0.98
Kansas,Real Personal Income,Trump,Donald Trump,2017-2021,12.96,3.11
Kansas,Real PCE,Trump,Donald Trump,2017-2021,7.25,1.82
Kansas,GDP,Trump,Donald Trump,2017-2021,15.31,3.67
Kansas,Per Capita Personal Income,Trump,Donald Trump,2017-2021,22.27,5.16
Kansas,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,21.01,4.89
Kansas,Total Employment,Trump,Donald Trump,2017-2021,0.35,0.1
Kentucky,Real GDP,Trump,Donald Trump,2017-2021,5.68,1.43
Kentucky,Real Personal Income,Trump,Donald Trump,2017-2021,19.41,4.56
Kentucky,Real PCE,Trump,Donald Trump,2017-2021,11.47,2.81
Kentucky,GDP,Trump,Donald Trump,2017-2021,17.13,4.09
Kentucky,Per Capita Personal Income,Trump,Donald Trump,2017-2021,28.13,6.43
Kentucky,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,29.21,6.65
Kentucky,Total Employment,Trump,Donald Trump,2017-2021,1.44,0.39
Louisiana,Real GDP,Trump,Donald Trump,2017-2021,-0.83,-0.12
Louisiana,Real Personal Income,Trump,Donald Trump,2017-2021,15.92,3.77
Louisiana,Real PCE,Trump,Donald Trump,2017-2021,9.22,2.29
Louisiana,GDP,Trump,Donald Trump,2017-2021,11.44,3.05
Louisiana,Per Capita Personal Income,Trump,Donald Trump,2017-2021,26.38,6.05
Louisiana,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,27.0,6.18
Louisiana,Total Employment,Trump,Donald Trump,2017-2021,0.05,0.06
Maine,Real GDP,Trump,Donald Trump,2017-2021,12.92,3.1
Maine,Real Personal Income,Trump,Donald Trump,2017-2021,21.59,5.02
Maine,Real PCE,Trump,Donald Trump,2017-2021,13.15,3.24
Maine,GDP,Trump,Donald Trump,2017-2021,25.7,5.91
Maine,Per Capita Personal Income,Trump,Donald Trump,2017-2021,28.9,6.58
Maine,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,28.02,6.39
Maine,Total Employment,Trump,Donald Trump,2017-2021,1.79,0.49
Maryland,Real GDP,Trump,Donald Trump,2017-2021,1.81,0.49
Maryland,Real Personal Income,Trump,Donald Trump,2017-2021,10.54,2.54
Maryland,Real PCE,Trump,Donald Trump,2017-2021,5.38,1.42
Maryland,GDP,Trump,Donald Trump,2017-2021,12.02,2.94
Maryland,Per Capita Personal Income,Trump,Donald Trump,2017-2021,18.59,4.37
Maryland,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,18.16,4.27
Maryland,Total Employment,Trump,Donald Trump,2017-2021,1.44,0.39
Massachusetts,Real GDP,Trump,Donald Trump,2017-2021,12.41,3.0
Massachusetts,Real Personal Income,Trump,Donald Trump,2017-2021,17.49,4.12
Massachusetts,Real PCE,Trump,Donald Trump,2017-2021,8.26,2.18
Massachusetts,GDP,Trump,Donald Trump,2017-2021,22.52,5.25
Massachusetts,Per Capita Personal Income,Trump,Donald Trump,2017-2021,26.83,6.13
Massachusetts,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,25.57,5.87
Massachusetts,Total Employment,Trump,Donald Trump,2017-2021,-0.02,0.06
Michigan,Real GDP,Trump,Donald Trump,2017-2021,5.0,1.28
Michigan,Real Personal Income,Trump,Donald Trump,2017-2021,13.32,3.23
Michigan,Real PCE,Trump,Donald Trump,2017-2021,5.66,1.45
Michigan,GDP,Trump,Donald Trump,2017-2021,13.86,3.37
Michigan,Per Capita Personal Income,Trump,Donald Trump,2017-2021,25.74,5.92
Michigan,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,26.54,6.09
Michigan,Total Employment,Trump,Donald Trump,2017-2021,-0.51,-0.06
Minnesota,Real GDP,Trump,Donald Trump,2017-2021,6.55,1.65
Minnesota,Real Personal Income,Trump,Donald Trump,2017-2021,15.41,3.67
Minnesota,Real PCE,Trump,Donald Trump,2017-2021,3.62,0.98
Minnesota,GDP,Trump,Donald Trump,2017-2021,17.43,4.18
Minnesota,Per Capita Personal Income,Trump,Donald Trump,2017-2021,25.32,5.84
Minnesota,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,25.8,5.93
Minnesota,Total Employment,Trump,Donald Trump,2017-2021,-0.66,-0.12
Mississippi,Real GDP,Trump,Donald Trump,2017-2021,4.89,1.22
Mississippi,Real Personal Income,Trump,Donald Trump,2017-2021,18.34,4.33
Mississippi,Real PCE,Trump,Donald Trump,2017-2021,9.91,2.42
Mississippi,GDP,Trump,Donald Trump,2017-2021,17.83,4.27
Mississippi,Per Capita Personal Income,Trump,Donald Trump,2017-2021,28.13,6.44
Mississippi,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,28.54,6.52
Mississippi,Total Employment,Trump,Donald Trump,2017-2021,2.03,0.52
Missouri,Real GDP,Trump,Donald Trump,2017-2021,6.52,1.62
Missouri,Real Personal Income,Trump,Donald Trump,2017-2021,16.74,3.97
Missouri,Real PCE,Trump,Donald Trump,2017-2021,8.0,2.0
Missouri,GDP,Trump,Donald Trump,2017-2021,17.72,4.22
Missouri,Per Capita Personal Income,Trump,Donald Trump,2017-2021,26.48,6.07
Missouri,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,26.49,6.07
Missouri,Total Employment,Trump,Donald Trump,2017-2021,1.52,0.39
Montana,Real GDP,Trump,Donald Trump,2017-2021,9.97,2.44
Montana,Real Personal Income,Trump,Donald Trump,2017-2021,28.58,6.53
Montana,Real PCE,Trump,Donald Trump,2017-2021,20.34,4.85
Montana,GDP,Trump,Donald Trump,2017-2021,24.61,5.78
Montana,Per Capita Personal Income,Trump,Donald Trump,2017-2021,29.99,6.8
Montana,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,27.49,6.27
Montana,Total Employment,Trump,Donald Trump,2017-2021,6.01,1.49
Nebraska,Real GDP,Trump,Donald Trump,2017-2021,9.51,2.33
Nebraska,Real Personal Income,Trump,Donald Trump,2017-2021,16.72,3.99
Nebraska,Real PCE,Trump,Donald Trump,2017-2021,7.09,1.83
Nebraska,GDP,Trump,Donald Trump,2017-2021,22.41,5.25
Nebraska,Per Capita Personal Income,Trump,Donald Trump,2017-2021,28.24,6.46
Nebraska,Per Capita Disposable Personal Income,Trump,Donald Trump,2017-2021,27.78,6.36
Nebraska,Total Employment,Trump,Donald Trump,2017-2021,1.27,0.33
Nevada,Real GDP,Trump,Donald Trump,2017-2021,11.81,2.98
Nevada,Real Personal Income,Trump,Donald Trump,2017-2021,32.26,7.27
Nevada,Real PCE,Trump,Donald Trump,2017-2021,21.75,5.18
