State,Indicator,Term,President,Cycle Duration,Overall Growth (%),Average Growth (%)
Mississippi,Real PCE,Biden,Joe Biden,2021-2023,1.88,0.94
Mississippi,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-5.48,-2.69
Mississippi,Real Per Capita PCE,Biden,Joe Biden,2021-2023,2.22,1.1
Mississippi,Total Employment,Biden,Joe Biden,2021-2023,4.88,2.41
Missouri,Real GDP,Biden,Joe Biden,2021-2023,5.1,2.52
Missouri,Real Personal Income,Biden,Joe Biden,2021-2023,0.51,0.27
Missouri,Real PCE,Biden,Joe Biden,2021-2023,5.4,2.67
Missouri,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,0.09,0.05
Missouri,Real Per Capita PCE,Biden,Joe Biden,2021-2023,4.96,2.45
Missouri,Total Employment,Biden,Joe Biden,2021-2023,4.92,2.43
Montana,Real GDP,Biden,Joe Biden,2021-2023,7.63,3.75
Montana,Real Personal Income,Biden,Joe Biden,2021-2023,3.2,1.59
Montana,Real PCE,Biden,Joe Biden,2021-2023,7.39,3.64
Montana,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,0.79,0.4
Montana,Real Per Capita PCE,Biden,Joe Biden,2021-2023,4.88,2.42
Montana,Total Employment,Biden,Joe Biden,2021-2023,5.93,2.92
Nebraska,Real GDP,Biden,Joe Biden,2021-2023,7.47,3.67
Nebraska,Real Personal Income,Biden,Joe Biden,2021-2023,3.94,1.95
Nebraska,Real PCE,Biden,Joe Biden,2021-2023,5.76,2.86
Nebraska,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,3.2,1.59
Nebraska,Real Per Capita PCE,Biden,Joe Biden,2021-2023,5.0,2.49
Nebraska,Total Employment,Biden,Joe Biden,2021-2023,4.78,2.36
Nevada,Real GDP,Biden,Joe Biden,2021-2023,7.09,3.49
Nevada,Real Personal Income,Biden,Joe Biden,2021-2023,-1.74,-0.83
Nevada,Real PCE,Biden,Joe Biden,2021-2023,5.08,2.51
Nevada,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-3.2,-1.57
Nevada,Real Per Capita PCE,Biden,Joe Biden,2021-2023,3.51,1.74
Nevada,Total Employment,Biden,Joe Biden,2021-2023,10.97,5.35
New Hampshire,Real GDP,Biden,Joe Biden,2021-2023,3.91,1.94
New Hampshire,Real Personal Income,Biden,Joe Biden,2021-2023,-4.8,-2.21
New Hampshire,Real PCE,Biden,Joe Biden,2021-2023,3.39,1.72
New Hampshire,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-5.78,-2.7
New Hampshire,Real Per Capita PCE,Biden,Joe Biden,2021-2023,2.32,1.2
New Hampshire,Total Employment,Biden,Joe Biden,2021-2023,5.66,2.79
New Jersey,Real GDP,Biden,Joe Biden,2021-2023,4.97,2.45
New Jersey,Real Personal Income,Biden,Joe Biden,2021-2023,-1.99,-0.96
New Jersey,Real PCE,Biden,Joe Biden,2021-2023,4.04,2.0
New Jersey,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-2.22,-1.08
New Jersey,Real Per Capita PCE,Biden,Joe Biden,2021-2023,3.8,1.88
New Jersey,Total Employment,Biden,Joe Biden,2021-2023,8.08,3.97
New Mexico,Real GDP,Biden,Joe Biden,2021-2023,9.32,4.58
New Mexico,Real Personal Income,Biden,Joe Biden,2021-2023,-2.11,-1.04
New Mexico,Real PCE,Biden,Joe Biden,2021-2023,3.09,1.53
New Mexico,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-1.99,-0.98
New Mexico,Real Per Capita PCE,Biden,Joe Biden,2021-2023,3.21,1.59
New Mexico,Total Employment,Biden,Joe Biden,2021-2023,6.85,3.37
New York,Real GDP,Biden,Joe Biden,2021-2023,3.17,1.57
New York,Real Personal Income,Biden,Joe Biden,2021-2023,-1.83,-0.88
New York,Real PCE,Biden,Joe Biden,2021-2023,7.83,3.84
New York,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-0.41,-0.17
New York,Real Per Capita PCE,Biden,Joe Biden,2021-2023,9.39,4.59
New York,Total Employment,Biden,Joe Biden,2021-2023,7.74,3.8
North Carolina,Real GDP,Biden,Joe Biden,2021-2023,6.31,3.1
North Carolina,Real Personal Income,Biden,Joe Biden,2021-2023,0.06,0.05
North Carolina,Real PCE,Biden,Joe Biden,2021-2023,6.28,3.09
North Carolina,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-2.42,-1.2
North Carolina,Real Per Capita PCE,Biden,Joe Biden,2021-2023,3.64,1.81
North Carolina,Total Employment,Biden,Joe Biden,2021-2023,7.21,3.54
North Dakota,Real GDP,Biden,Joe Biden,2021-2023,6.96,3.51
North Dakota,Real Personal Income,Biden,Joe Biden,2021-2023,2.03,1.05
North Dakota,Real PCE,Biden,Joe Biden,2021-2023,5.72,2.82
North Dakota,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,1.26,0.68
North Dakota,Real Per Capita PCE,Biden,Joe Biden,2021-2023,4.92,2.44
North Dakota,Total Employment,Biden,Joe Biden,2021-2023,5.42,2.67
Ohio,Real GDP,Biden,Joe Biden,2021-2023,2.8,1.39
Ohio,Real Personal Income,Biden,Joe Biden,2021-2023,-2.55,-1.25
Ohio,Real PCE,Biden,Joe Biden,2021-2023,3.66,1.81
Ohio,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-2.72,-1.34
Ohio,Real Per Capita PCE,Biden,Joe Biden,2021-2023,3.47,1.72
Ohio,Total Employment,Biden,Joe Biden,2021-2023,4.94,2.44
Oklahoma,Real GDP,Biden,Joe Biden,2021-2023,7.1,3.56
Oklahoma,Real Personal Income,Biden,Joe Biden,2021-2023,3.76,1.86
Oklahoma,Real PCE,Biden,Joe Biden,2021-2023,6.38,3.14
Oklahoma,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,2.17,1.08
Oklahoma,Real Per Capita PCE,Biden,Joe Biden,2021-2023,4.74,2.35
Oklahoma,Total Employment,Biden,Joe Biden,2021-2023,6.22,3.06
Oregon,Real GDP,Biden,Joe Biden,2021-2023,4.64,2.3
Oregon,Real Personal Income,Biden,Joe Biden,2021-2023,-3.74,-1.74
Oregon,Real PCE,Biden,Joe Biden,2021-2023,2.91,1.46
Oregon,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-3.21,-1.48
Oregon,Real Per Capita PCE,Biden,Joe Biden,2021-2023,3.47,1.73
Oregon,Total Employment,Biden,Joe Biden,2021-2023,5.23,2.58
Pennsylvania,Real GDP,Biden,Joe Biden,2021-2023,4.4,2.18
Pennsylvania,Real Personal Income,Biden,Joe Biden,2021-2023,-4.15,-2.08
Pennsylvania,Real PCE,Biden,Joe Biden,2021-2023,3.18,1.59
Pennsylvania,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-3.77,-1.88
Pennsylvania,Real Per Capita PCE,Biden,Joe Biden,2021-2023,3.6,1.8
Pennsylvania,Total Employment,Biden,Joe Biden,2021-2023,5.83,2.87
Rhode Island,Real GDP,Biden,Joe Biden,2021-2023,4.07,2.01
Rhode Island,Real Personal Income,Biden,Joe Biden,2021-2023,-2.4,-1.06
Rhode Island,Real PCE,Biden,Joe Biden,2021-2023,4.12,2.1
Rhode Island,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-2.29,-1.02
Rhode Island,Real Per Capita PCE,Biden,Joe Biden,2021-2023,4.23,2.15
Rhode Island,Total Employment,Biden,Joe Biden,2021-2023,6.44,3.17
South Carolina,Real GDP,Biden,Joe Biden,2021-2023,6.73,3.31
South Carolina,Real Personal Income,Biden,Joe Biden,2021-2023,1.15,0.61
South Carolina,Real PCE,Biden,Joe Biden,2021-2023,7.49,3.68
South Carolina,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-2.23,-1.08
South Carolina,Real Per Capita PCE,Biden,Joe Biden,2021-2023,3.89,1.93
South Carolina,Total Employment,Biden,Joe Biden,2021-2023,7.24,3.55
South Dakota,Real GDP,Biden,Joe Biden,2021-2023,3.17,1.59
South Dakota,Real Personal Income,Biden,Joe Biden,2021-2023,2.42,1.2
South Dakota,Real PCE,Biden,Joe Biden,2021-2023,7.15,3.53
South Dakota,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-0.14,-0.07
South Dakota,Real Per Capita PCE,Biden,Joe Biden,2021-2023,4.47,2.22
South Dakota,Total Employment,Biden,Joe Biden,2021-2023,5.12,2.53
Tennessee,Real GDP,Biden,Joe Biden,2021-2023,5.46,2.7
Tennessee,Real Personal Income,Biden,Joe Biden,2021-2023,-2.06,-1.0
Tennessee,Real PCE,Biden,Joe Biden,2021-2023,4.22,2.09
Tennessee,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-4.3,-2.14
Tennessee,Real Per Capita PCE,Biden,Joe Biden,2021-2023,1.84,0.92
Tennessee,Total Employment,Biden,Joe Biden,2021-2023,7.32,3.6
Texas,Real GDP,Biden,Joe Biden,2021-2023,11.6,5.66
Texas,Real Personal Income,Biden,Joe Biden,2021-2023,3.84,1.91
Texas,Real PCE,Biden,Joe Biden,2021-2023,8.33,4.09
Texas,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,0.64,0.33
Texas,Real Per Capita PCE,Biden,Joe Biden,2021-2023,4.99,2.46
Texas,Total Employment,Biden,Joe Biden,2021-2023,8.73,4.28
Utah,Real GDP,Biden,Joe Biden,2021-2023,7.13,3.51
Utah,Real Personal Income,Biden,Joe Biden,2021-2023,1.48,0.75
Utah,Real PCE,Biden,Joe Biden,2021-2023,7.12,3.51
Utah,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-0.84,-0.41
Utah,Real Per Capita PCE,Biden,Joe Biden,2021-2023,4.66,2.31
Utah,Total Employment,Biden,Joe Biden,2021-2023,7.41,3.64
Vermont,Real GDP,Biden,Joe Biden,2021-2023,4.49,2.22
Vermont,Real Personal Income,Biden,Joe Biden,2021-2023,1.54,0.89
Vermont,Real PCE,Biden,Joe Biden,2021-2023,5.91,2.98
Vermont,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,1.48,0.86
Vermont,Real Per Capita PCE,Biden,Joe Biden,2021-2023,5.85,2.95
Vermont,Total Employment,Biden,Joe Biden,2021-2023,5.04,2.49
Virginia,Real GDP,Biden,Joe Biden,2021-2023,5.68,2.8
Virginia,Real Personal Income,Biden,Joe Biden,2021-2023,1.81,0.94
Virginia,Real PCE,Biden,Joe Biden,2021-2023,6.91,3.4
Virginia,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,1.13,0.6
Virginia,Real Per Capita PCE,Biden,Joe Biden,2021-2023,6.19,3.05
Virginia,Total Employment,Biden,Joe Biden,2021-2023,6.08,3.0
Washington,Real GDP,Biden,Joe Biden,2021-2023,7.49,3.69
Washington,Real Personal Income,Biden,Joe Biden,2021-2023,0.34,0.27
Washington,Real PCE,Biden,Joe Biden,2021-2023,5.69,2.81
Washington,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-0.58,-0.18
Washington,Real Per Capita PCE,Biden,Joe Biden,2021-2023,4.73,2.34
Washington,Total Employment,Biden,Joe Biden,2021-2023,6.71,3.3
West Virginia,Real GDP,Biden,Joe Biden,2021-2023,6.64,3.28
West Virginia,Real Personal Income,Biden,Joe Biden,2021-2023,-1.74,-0.86
West Virginia,Real PCE,Biden,Joe Biden,2021-2023,4.42,2.19
West Virginia,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-0.9,-0.44
West Virginia,Real Per Capita PCE,Biden,Joe Biden,2021-2023,5.31,2.63
West Virginia,Total Employment,Biden,Joe Biden,2021-2023,4.53,2.24
Wisconsin,Real GDP,Biden,Joe Biden,2021-2023,3.01,1.49
Wisconsin,Real Personal Income,Biden,Joe Biden,2021-2023,-2.23,-1.11
Wisconsin,Real PCE,Biden,Joe Biden,2021-2023,4.87,2.42
Wisconsin,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-2.74,-1.37
Wisconsin,Real Per Capita PCE,Biden,Joe Biden,2021-2023,4.32,2.15
Wisconsin,Total Employment,Biden,Joe Biden,2021-2023,4.69,2.32
Wyoming,Real GDP,Biden,Joe Biden,2021-2023,8.29,4.09
Wyoming,Real Personal Income,Biden,Joe Biden,2021-2023,6.03,2.99
Wyoming,Real PCE,Biden,Joe Biden,2021-2023,6.07,2.99
Wyoming,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,5.21,2.59
Wyoming,Real Per Capita PCE,Biden,Joe Biden,2021-2023,5.25,2.59
Wyoming,Total Employment,Biden,Joe Biden,2021-2023,5.52,2.73
